source;diver_id;activity;month;year;country;site;longitude;latitude;mpa;dive_site;reef_type;visibility_m
jimenez_gutierrez_et_al_2009;1;scuba;april;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;2;scuba;april;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;3;scuba;april;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;4;scuba;april;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;5;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;6;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;7;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;8;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;9;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;10;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;11;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;12;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;13;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;14;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;15;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;16;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;17;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;18;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;19;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;20;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;21;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;22;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;23;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;24;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;25;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;26;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;27;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;28;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;29;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;30;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;31;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;32;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;33;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;34;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;35;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;36;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;37;scuba;july;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;38;scuba;october;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;39;scuba;october;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;40;scuba;october;2004;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;41;scuba;may;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;42;scuba;may;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;43;scuba;may;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;44;scuba;may;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;45;scuba;may;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;46;scuba;june;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;47;scuba;june;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;48;scuba;june;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;49;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;50;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;51;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;52;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;53;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;54;scuba;july;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;55;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;56;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;57;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;58;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;59;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;60;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;61;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;62;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;63;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;64;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;65;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;66;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;67;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;68;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;69;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;70;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;71;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;72;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;73;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;74;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;75;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;76;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;77;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;78;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;79;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;80;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;81;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;82;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;83;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;84;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;85;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;86;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;87;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;88;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;89;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;90;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;91;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;92;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;93;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;94;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;95;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;96;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;97;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;98;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;99;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;100;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;101;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;102;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;103;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;104;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;105;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;106;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;107;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;108;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;109;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;110;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;111;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;112;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;113;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;114;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;115;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;116;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;117;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;118;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;119;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;120;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;121;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;122;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;123;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;124;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;125;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;126;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;127;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;128;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;129;scuba;august;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;130;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;131;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;132;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;133;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;134;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;135;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;136;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;137;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;138;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;139;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;140;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;141;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;142;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;143;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;144;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;145;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;146;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;147;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;148;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;149;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;150;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;151;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;152;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;153;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;154;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;155;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;156;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;157;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;158;scuba;september;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;159;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;160;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;161;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;162;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;163;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;164;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;165;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;166;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;167;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;168;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;169;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;170;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;171;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;172;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;173;scuba;october;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;174;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;175;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;176;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;177;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;178;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;179;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;180;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;181;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;182;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;183;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;184;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;185;scuba;november;2005;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;186;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;187;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;188;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;189;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;190;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;191;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;192;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;193;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;194;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;195;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;196;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;197;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;198;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;199;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;200;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;201;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;202;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;203;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;204;scuba;july;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
jimenez_gutierrez_et_al_2009;205;scuba;august;2006;spain;benidorm;38.535.367; -0.126224;yes;la_llosa;rocky_reef;NA
